carat,cut,color,clarity,depth,table,price,x,y,z,price_per_carat,high_price,price_per_carat_with taxes
0.81,Ideal,F,SI2,62.6,55.0,2795,5.92,5.96,3.72,3450.62,0,4485.806
0.72,Good,F,VS1,60.7,60.0,2795,5.74,5.72,3.48,3881.94,1,5046.522
0.72,Premium,D,SI2,62.0,60.0,2795,5.73,5.69,3.54,3881.94,1,5046.522
0.72,Premium,I,IF,63.0,57.0,2795,5.72,5.7,3.6,3881.94,1,5046.522
0.81,Premium,H,VS2,58.0,59.0,2795,6.17,6.13,3.57,3450.62,0,4485.806
0.72,Premium,G,VS2,62.9,57.0,2795,5.73,5.65,3.58,3881.94,1,5046.522
1.0,Premium,I,SI2,58.2,60.0,2795,6.61,6.55,3.83,2795.0,0,3633.5
0.73,Good,E,SI1,63.2,58.0,2796,5.7,5.76,3.62,3830.14,1,4979.182
0.81,Very Good,H,SI2,61.3,59.0,2797,5.94,6.01,3.66,3453.09,0,4489.017000000001
0.81,Very Good,E,SI1,60.3,60.0,2797,6.07,6.1,3.67,3453.09,0,4489.017000000001
0.71,Premium,D,SI1,62.7,60.0,2797,5.67,5.71,3.57,3939.44,1,5121.272
0.71,Premium,D,SI1,61.3,58.0,2797,5.73,5.75,3.52,3939.44,1,5121.272
0.71,Premium,D,SI1,61.6,60.0,2797,5.74,5.69,3.52,3939.44,1,5121.272
0.57,Ideal,F,VVS2,61.9,55.0,2797,5.34,5.35,3.31,4907.02,1,6379.126000000001
0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,5.16,3.17,5484.31,1,7129.603000000001
0.72,Ideal,G,VS2,61.9,58.0,2797,5.72,5.75,3.55,3884.72,1,5050.1359999999995
0.74,Ideal,H,VS1,61.8,58.0,2797,5.77,5.81,3.58,3779.73,1,4913.649
0.74,Ideal,H,VS1,61.6,56.0,2797,5.81,5.82,3.58,3779.73,1,4913.649
0.7,Fair,G,VVS1,58.8,66.0,2797,5.81,5.9,3.44,3995.71,1,5194.423
0.8,Premium,F,SI2,61.0,57.0,2797,6.03,6.01,3.67,3496.25,0,4545.125
1.01,Fair,E,SI2,67.4,60.0,2797,6.19,6.05,4.13,2769.31,0,3600.103
0.8,Very Good,H,VS2,63.4,60.0,2797,5.92,5.82,3.72,3496.25,0,4545.125
0.77,Ideal,I,VS1,61.5,59.0,2798,5.87,5.91,3.62,3633.77,1,4723.901
0.83,Very Good,E,SI2,58.0,62.0,2799,6.19,6.25,3.61,3372.29,0,4383.977
0.82,Ideal,F,SI2,62.4,54.0,2799,5.97,6.02,3.74,3413.41,0,4437.433
0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,5.86,3.64,3588.46,1,4664.9980000000005
0.6,Very Good,G,IF,61.6,56.0,2800,5.43,5.46,3.35,4666.67,1,6066.671
0.9,Good,I,SI2,62.2,59.0,2800,6.07,6.11,3.79,3111.11,0,4044.443
0.7,Premium,E,VS1,62.2,58.0,2800,5.6,5.66,3.5,4000.0,1,5200.0
0.9,Very Good,I,SI2,61.3,56.0,2800,6.17,6.23,3.8,3111.11,0,4044.443
0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76,3373.49,0,4385.537
0.83,Ideal,G,SI1,61.8,57.0,2800,6.03,6.07,3.74,3373.49,0,4385.537
0.83,Very Good,H,SI1,62.5,59.0,2800,5.95,6.02,3.74,3373.49,0,4385.537
0.74,Premium,G,VS1,62.9,60.0,2800,5.74,5.68,3.59,3783.78,1,4918.914000000001
0.79,Ideal,I,VS1,61.8,59.0,2800,5.92,5.95,3.67,3544.3,1,4607.59
0.61,Ideal,G,IF,62.3,56.0,2800,5.43,5.45,3.39,4590.16,1,5967.208
0.76,Fair,G,VS1,59.0,70.0,2800,5.89,5.8,3.46,3684.21,1,4789.473
0.96,Ideal,F,I1,60.7,55.0,2801,6.37,6.41,3.88,2917.71,0,3793.023
0.73,Ideal,F,VS2,62.5,55.0,2801,5.8,5.76,3.61,3836.99,1,4988.0869999999995
0.73,Premium,F,VS2,62.7,58.0,2801,5.76,5.7,3.59,3836.99,1,4988.0869999999995
0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59,3734.67,1,4855.071
0.71,Premium,F,VS2,62.1,58.0,2801,5.7,5.67,3.53,3945.07,1,5128.591
0.71,Good,F,VS2,57.8,60.0,2801,5.9,5.87,3.4,3945.07,1,5128.591
0.71,Good,F,VS2,63.8,58.0,2801,5.64,5.61,3.59,3945.07,1,5128.591
0.71,Premium,F,VS2,62.8,57.0,2801,5.69,5.64,3.56,3945.07,1,5128.591
1.04,Premium,G,I1,62.2,58.0,2801,6.46,6.41,4.0,2693.27,0,3501.251
1.0,Premium,J,SI2,62.3,58.0,2801,6.45,6.34,3.98,2801.0,0,3641.3
0.87,Very Good,G,SI2,59.9,58.0,2802,6.19,6.23,3.72,3220.69,0,4186.897
0.53,Ideal,F,IF,61.9,54.0,2802,5.22,5.25,3.24,5286.79,1,6872.827
0.72,Premium,E,VS2,63.0,55.0,2802,5.79,5.61,3.59,3891.67,1,5059.171
0.72,Premium,F,VS1,62.4,58.0,2802,5.83,5.7,3.6,3891.67,1,5059.171
0.7,Very Good,F,VS2,62.9,58.0,2803,5.63,5.65,3.55,4004.29,1,5205.577
0.74,Very Good,E,SI1,63.5,56.0,2803,5.74,5.79,3.66,3787.84,1,4924.192
0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,5.71,3.51,3947.89,1,5132.257
0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55,3839.73,1,4991.649
0.7,Good,G,VS1,65.1,58.0,2803,5.56,5.59,3.63,4004.29,1,5205.577
0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3.56,3947.89,1,5132.257
0.71,Premium,F,VS2,58.0,62.0,2803,5.85,5.81,3.38,3947.89,1,5132.257
0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54,3947.89,1,5132.257
0.77,Premium,G,VS2,61.3,57.0,2803,5.93,5.88,3.62,3640.26,1,4732.338000000001
0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3.47,3947.89,1,5132.257
0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64,3593.59,1,4671.667
0.71,Very Good,G,VS1,63.5,55.0,2803,5.66,5.64,3.59,3947.89,1,5132.257
0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,6.15,3.85,3080.22,0,4004.286
0.71,Very Good,E,VS2,63.8,58.0,2804,5.62,5.66,3.6,3949.3,1,5134.09
0.71,Very Good,E,VS2,64.0,57.0,2804,5.66,5.68,3.63,3949.3,1,5134.09
0.8,Very Good,E,SI2,62.5,56.0,2804,5.88,5.96,3.7,3505.0,1,4556.5
0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,5.73,3.56,4005.71,1,5207.423
0.72,Ideal,F,VS1,61.7,57.0,2804,5.74,5.77,3.55,3894.44,1,5062.772
0.72,Very Good,F,VS1,62.2,58.0,2804,5.75,5.7,3.56,3894.44,1,5062.772
0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3.72,3419.51,0,4445.363
0.7,Ideal,D,SI1,61.0,59.0,2804,5.68,5.7,3.47,4005.71,1,5207.423
0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58,3894.44,1,5062.772
0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,5.8,3.56,3894.44,1,5062.772
0.9,Fair,I,SI1,67.3,59.0,2804,5.93,5.84,3.96,3115.56,0,4050.228
0.74,Premium,F,VS2,61.7,58.0,2805,5.85,5.78,3.59,3790.54,1,4927.702
0.74,Premium,F,VS2,61.9,56.0,2805,5.8,5.77,3.58,3790.54,1,4927.702
0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,3.58,3842.47,1,4995.211
0.57,Fair,E,VVS1,58.7,66.0,2805,5.34,5.43,3.16,4921.05,1,6397.365000000001
0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3.58,3842.47,1,4995.211
0.72,Ideal,G,VS2,62.8,56.0,2805,5.74,5.7,3.59,3895.83,1,5064.579
0.74,Fair,F,VS2,61.1,68.0,2805,5.82,5.75,3.53,3790.54,1,4927.702
0.82,Good,G,VS2,64.0,57.0,2805,5.92,5.89,3.78,3420.73,0,4446.9490000000005
0.81,Very Good,G,SI1,62.5,60.0,2806,5.89,5.94,3.69,3464.2,0,4503.46
0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56,3741.33,1,4863.729
0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53,4008.57,1,5211.1410000000005
0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,5.72,3.54,3953.52,1,5139.576
0.71,Very Good,F,VS1,60.0,57.0,2807,5.84,5.9,3.52,3953.52,1,5139.576
0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84,3018.28,0,3923.7640000000006
0.8,Very Good,H,VS2,62.8,57.0,2808,5.87,5.91,3.7,3510.0,1,4563.0
0.7,Very Good,F,VS1,62.0,57.0,2808,5.64,5.71,3.52,4011.43,1,5214.859
1.0,Fair,G,I1,66.4,59.0,2808,6.16,6.09,4.07,2808.0,0,3650.4
0.75,Very Good,G,VS2,63.4,56.0,2808,5.78,5.74,3.65,3744.0,1,4867.2
0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,5.43,3.3,4841.38,1,6293.794000000001
0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,5.7,3.61,3846.58,1,5000.554
0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,5.79,3.67,3467.9,0,4508.27
0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61,3467.9,0,4508.27
0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,3.53,3956.34,1,5143.242
1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33,2340.83,0,3043.079
0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,5.7,3.5,4014.29,1,5218.577
0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,3.48,4014.29,1,5218.577
0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,5.85,3.6,3797.3,1,4936.490000000001
0.7,Good,F,VS1,62.8,61.0,2810,5.57,5.61,3.51,4014.29,1,5218.577
0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69,3512.5,1,4566.25
0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,3.64,3748.0,1,4872.400000000001
0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,3.79,3386.75,0,4402.775000000001
1.0,Fair,J,VS2,65.7,59.0,2811,6.14,6.07,4.01,2811.0,0,3654.3
0.99,Fair,I,SI2,68.1,56.0,2811,6.21,6.06,4.18,2839.39,0,3691.207
0.7,Very Good,G,VS1,63.0,60.0,2812,5.57,5.64,3.53,4017.14,1,5222.282
0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3.45,4017.14,1,5222.282
0.7,Good,E,SI1,63.5,59.0,2812,5.49,5.53,3.5,4017.14,1,5222.282
0.7,Very Good,F,VS2,61.7,58.0,2812,5.63,5.69,3.49,4017.14,1,5222.282
0.32,Premium,I,SI1,62.7,58.0,554,4.37,4.34,2.73,1731.25,0,2250.625
0.32,Premium,I,SI1,62.8,58.0,554,4.39,4.34,2.74,1731.25,0,2250.625
0.32,Ideal,I,SI1,62.4,57.0,554,4.37,4.35,2.72,1731.25,0,2250.625
0.32,Premium,I,SI1,61.0,59.0,554,4.39,4.36,2.67,1731.25,0,2250.625
0.32,Very Good,I,SI1,63.1,56.0,554,4.39,4.36,2.76,1731.25,0,2250.625
0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2.7,1731.25,0,2250.625
0.3,Premium,H,SI1,60.9,59.0,554,4.31,4.29,2.62,1846.67,0,2400.6710000000003
0.3,Premium,H,SI1,60.1,55.0,554,4.41,4.38,2.64,1846.67,0,2400.6710000000003
0.3,Premium,H,SI1,62.9,58.0,554,4.28,4.24,2.68,1846.67,0,2400.6710000000003
0.3,Very Good,H,SI1,63.3,56.0,554,4.29,4.27,2.71,1846.67,0,2400.6710000000003
0.3,Good,H,SI1,63.8,55.0,554,4.26,4.2,2.7,1846.67,0,2400.6710000000003
0.3,Ideal,H,SI1,62.9,57.0,554,4.27,4.22,2.67,1846.67,0,2400.6710000000003
0.3,Very Good,H,SI1,63.4,60.0,554,4.25,4.23,2.69,1846.67,0,2400.6710000000003
0.32,Good,I,SI1,63.9,55.0,554,4.36,4.34,2.78,1731.25,0,2250.625
0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,2.95,1678.79,0,2182.427
0.29,Very Good,E,VS1,61.9,55.0,555,4.28,4.33,2.66,1913.79,0,2487.927
0.29,Very Good,E,VS1,62.4,55.0,555,4.2,4.25,2.63,1913.79,0,2487.927
0.31,Very Good,F,SI1,61.8,58.0,555,4.32,4.35,2.68,1790.32,0,2327.416
0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,2.76,1632.35,0,2122.055
0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,2.75,1632.35,0,2122.055
0.34,Ideal,I,VS1,61.8,55.0,555,4.48,4.52,2.78,1632.35,0,2122.055
0.34,Ideal,I,VS1,62.0,56.0,555,4.5,4.53,2.8,1632.35,0,2122.055
0.3,Ideal,G,VS1,62.3,56.0,555,4.29,4.31,2.68,1850.0,0,2405.0
0.29,Ideal,F,VS1,61.6,56.0,555,4.26,4.31,2.64,1913.79,0,2487.927
0.35,Ideal,G,SI1,60.6,56.0,555,4.56,4.58,2.77,1585.71,0,2061.4230000000002
0.43,Very Good,E,I1,58.4,62.0,555,4.94,5.0,2.9,1290.7,0,1677.91
0.32,Very Good,F,VS2,61.4,58.0,556,4.37,4.42,2.7,1737.5,0,2258.75
0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,2.82,1544.44,0,2007.7720000000002
0.3,Ideal,G,VS2,62.0,56.0,556,4.28,4.3,2.66,1853.33,0,2409.329
0.26,Ideal,E,VS1,61.5,57.0,556,4.09,4.12,2.52,2138.46,0,2779.998
0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3.54,4017.14,1,5222.282
0.7,Very Good,F,VS2,60.9,61.0,2812,5.66,5.71,3.46,4017.14,1,5222.282
0.71,Ideal,D,SI1,62.4,57.0,2812,5.69,5.72,3.56,3960.56,1,5148.728
0.99,Fair,J,SI1,55.0,61.0,2812,6.72,6.67,3.68,2840.4,0,3692.5200000000004
0.73,Premium,E,VS2,58.6,60.0,2812,5.92,5.89,3.46,3852.05,1,5007.665
0.51,Ideal,F,VVS1,62.0,57.0,2812,5.15,5.11,3.18,5513.73,1,7167.848999999999
0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,3091.21,0,4018.5730000000003
0.84,Very Good,E,SI1,63.4,55.0,2813,6.0,5.95,3.79,3348.81,0,4353.453
0.91,Good,I,VS2,64.3,58.0,2813,6.09,6.05,3.9,3091.21,0,4018.5730000000003
0.76,Premium,E,SI1,62.2,59.0,2814,5.86,5.81,3.63,3702.63,1,4813.419
0.76,Ideal,E,SI1,61.7,57.0,2814,5.88,5.85,3.62,3702.63,1,4813.419
0.75,Premium,E,SI1,61.1,59.0,2814,5.86,5.83,3.57,3752.0,1,4877.6
0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23,5118.18,1,6653.634000000001
0.76,Very Good,F,SI2,58.5,62.0,2815,5.93,6.01,3.49,3703.95,1,4815.135
0.74,Premium,G,VS1,61.7,58.0,2815,5.79,5.81,3.58,3804.05,1,4945.265
0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,5.81,3.49,4021.43,1,5227.859
0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,3.52,4021.43,1,5227.859
0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,3.54,4021.43,1,5227.859
0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,5.77,3.53,4021.43,1,5227.859
0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94,3127.78,0,4066.1140000000005
0.95,Fair,F,SI2,56.0,60.0,2815,6.62,6.53,3.68,2963.16,0,3852.1079999999997
0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76,3162.92,0,4111.796
0.72,Premium,E,VS2,58.3,58.0,2815,5.99,5.92,3.47,3909.72,1,5082.6359999999995
0.96,Fair,E,SI2,53.1,63.0,2815,6.73,6.65,3.55,2932.29,0,3811.977
1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,3.94,2759.8,0,3587.7400000000002
0.78,Very Good,I,VVS2,61.4,56.0,2816,5.91,5.95,3.64,3610.26,1,4693.338000000001
0.61,Ideal,G,VVS2,60.1,57.0,2816,5.52,5.54,3.32,4616.39,1,6001.307000000001
0.71,Good,D,VS1,63.4,55.0,2816,5.61,5.69,3.58,3966.2,1,5156.0599999999995
0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64,3610.26,1,4693.338000000001
0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,3.85,3236.78,0,4207.814
0.83,Ideal,H,SI1,62.5,55.0,2816,6.04,6.0,3.76,3392.77,0,4410.601000000001
0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,3.53,3967.61,1,5157.893
0.71,Ideal,I,VVS2,60.2,56.0,2817,5.84,5.89,3.53,3967.61,1,5157.893
0.71,Ideal,E,VS2,62.7,57.0,2817,5.66,5.64,3.54,3967.61,1,5157.893
0.71,Premium,E,VS2,62.3,58.0,2817,5.69,5.65,3.53,3967.61,1,5157.893
0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,5.52,3.38,4471.43,1,5812.859
0.71,Premium,E,SI1,59.2,59.0,2817,5.86,5.83,3.46,3967.61,1,5157.893
0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,3.54,3967.61,1,5157.893
0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,3.52,3967.61,1,5157.893
0.71,Premium,E,SI1,61.4,58.0,2817,5.77,5.73,3.53,3967.61,1,5157.893
0.9,Ideal,J,VS2,62.8,55.0,2817,6.2,6.16,3.88,3130.0,0,4069.0
0.71,Good,E,SI1,62.8,64.0,2817,5.6,5.54,3.5,3967.61,1,5157.893
0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52,4025.71,1,5233.423
0.7,Premium,E,VS2,59.3,60.0,2818,5.78,5.73,3.41,4025.71,1,5233.423
0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54,4025.71,1,5233.423
1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93,2818.0,0,3663.4
0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,3.73,3276.74,0,4259.762
0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,6.0,3.68,3522.5,1,4579.25
0.7,Ideal,E,VS1,62.9,57.0,2818,5.66,5.61,3.54,4025.71,1,5233.423
0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,3.5,4025.71,1,5233.423
0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5,4025.71,1,5233.423
0.7,Premium,E,VS1,62.7,57.0,2818,5.68,5.64,3.55,4025.71,1,5233.423
1.0,Fair,H,SI2,65.3,62.0,2818,6.34,6.12,4.08,2818.0,0,3663.4
0.72,Very Good,G,VS1,63.8,58.0,2819,5.64,5.68,3.61,3915.28,1,5089.8640000000005
0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,3.58,3915.28,1,5089.8640000000005
0.7,Good,F,VS1,59.7,63.0,2819,5.76,5.79,3.45,4027.14,1,5235.282
0.86,Good,F,SI2,64.3,60.0,2819,5.97,5.95,3.83,3277.91,0,4261.283
0.71,Ideal,G,VS1,62.9,58.0,2820,5.66,5.69,3.57,3971.83,1,5163.379
0.75,Ideal,E,SI1,62.0,57.0,2821,5.8,5.78,3.59,3761.33,1,4889.729
0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3.54,3864.38,1,5023.694
0.53,Ideal,E,VVS1,61.9,55.0,2821,5.2,5.21,3.22,5322.64,1,6919.432000000001
0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,3.55,3864.38,1,5023.694
0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,3.63,3864.38,1,5023.694
0.73,Premium,E,SI1,59.6,61.0,2821,5.92,5.85,3.51,3864.38,1,5023.694
0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56,3864.38,1,5023.694
0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6,3864.38,1,5023.694
0.73,Very Good,E,SI1,63.2,58.0,2821,5.76,5.7,3.62,3864.38,1,5023.694
0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,3.48,4031.43,1,5240.859
0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3.51,3919.44,1,5095.272
0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52,3919.44,1,5095.272
0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58,3919.44,1,5095.272
0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3.44,4031.43,1,5240.859
0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,5.4,3.34,4703.33,1,6114.329
0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57,3813.51,1,4957.563
0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,3.58,3865.75,1,5025.475
0.71,Premium,D,SI1,62.7,60.0,2822,5.71,5.67,3.57,3974.65,1,5167.045
0.71,Premium,D,SI1,61.3,58.0,2822,5.75,5.73,3.52,3974.65,1,5167.045
0.7,Premium,D,SI1,60.2,60.0,2822,5.82,5.75,3.48,4031.43,1,5240.859
0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,5.72,3.48,4031.43,1,5240.859
0.9,Good,J,VS2,64.0,61.0,2822,6.04,6.03,3.86,3135.56,0,4076.228
0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,3.52,3974.65,1,5167.045
0.7,Premium,E,VS2,61.5,59.0,2822,5.73,5.68,3.51,4031.43,1,5240.859
0.7,Premium,E,VS2,62.6,56.0,2822,5.71,5.66,3.56,4031.43,1,5240.859
0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,3.46,4031.43,1,5240.859
0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,3.49,4031.43,1,5240.859
0.7,Ideal,D,SI1,62.5,57.0,2822,5.62,5.59,3.51,4031.43,1,5240.859
0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,5.63,3.51,4031.43,1,5240.859
0.7,Premium,E,VS2,60.7,62.0,2822,5.72,5.68,3.46,4031.43,1,5240.859
0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3.49,4031.43,1,5240.859
0.7,Ideal,D,SI1,61.4,54.0,2822,5.75,5.71,3.52,4031.43,1,5240.859
0.79,Very Good,D,SI2,62.8,59.0,2823,5.86,5.9,3.69,3573.42,1,4645.446
0.9,Good,I,SI1,63.8,57.0,2823,6.06,6.13,3.89,3136.67,0,4077.6710000000003
0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3.54,3976.06,1,5168.878
0.61,Ideal,E,VVS2,61.3,54.0,2823,5.51,5.59,3.4,4627.87,1,6016.231
0.9,Fair,H,SI2,65.8,54.0,2823,6.05,5.98,3.96,3136.67,0,4077.6710000000003
0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,5.73,3.47,3976.06,1,5168.878
0.71,Premium,D,VS2,61.2,59.0,2824,5.74,5.69,3.5,3977.46,1,5170.698
0.77,Ideal,I,VVS2,62.1,57.0,2824,5.84,5.86,3.63,3667.53,1,4767.789000000001
0.74,Good,E,VS1,63.1,58.0,2824,5.73,5.75,3.62,3816.22,1,4961.086
0.82,Ideal,F,SI2,62.4,54.0,2824,6.02,5.97,3.74,3443.9,0,4477.070000000001
0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,3.67,3443.9,0,4477.070000000001
0.71,Premium,G,VS1,62.2,59.0,2825,5.73,5.66,3.54,3978.87,1,5172.531
0.83,Premium,H,SI1,60.0,59.0,2825,6.08,6.05,3.64,3403.61,0,4424.693
0.73,Very Good,G,VS1,62.0,57.0,2825,5.75,5.8,3.58,3869.86,1,5030.818
0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74,3403.61,0,4424.693
1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,4.13,2414.53,0,3138.8890000000006
0.91,Fair,H,SI2,61.3,67.0,2825,6.24,6.19,3.81,3104.4,0,4035.7200000000003
0.73,Premium,E,VS1,62.6,60.0,2826,5.75,5.68,3.58,3871.23,1,5032.599
0.7,Good,E,VS1,57.2,59.0,2826,5.94,5.88,3.38,4037.14,1,5248.282
0.9,Premium,I,SI2,62.2,59.0,2826,6.11,6.07,3.79,3140.0,0,4082.0
0.7,Premium,E,VS1,62.2,58.0,2826,5.66,5.6,3.5,4037.14,1,5248.282
0.7,Very Good,D,VS2,63.3,56.0,2826,5.6,5.58,3.54,4037.14,1,5248.282
0.7,Premium,E,VS1,59.4,61.0,2826,5.78,5.74,3.42,4037.14,1,5248.282
0.9,Very Good,I,SI2,63.5,56.0,2826,6.17,6.07,3.88,3140.0,0,4082.0
0.78,Premium,F,SI1,60.8,60.0,2826,5.97,5.94,3.62,3623.08,1,4710.004
0.96,Ideal,F,I1,60.7,55.0,2826,6.41,6.37,3.88,2943.75,0,3826.875
0.7,Very Good,D,SI1,62.3,59.0,2827,5.67,5.7,3.54,4038.57,1,5250.1410000000005
0.72,Good,D,VS2,64.0,54.0,2827,5.68,5.7,3.64,3926.39,1,5104.307
0.79,Premium,H,VVS2,62.6,58.0,2827,5.96,5.9,3.71,3578.48,1,4652.024
0.7,Ideal,H,VVS1,61.6,57.0,2827,5.69,5.74,3.52,4038.57,1,5250.1410000000005
0.7,Ideal,H,VVS1,62.3,55.0,2827,5.66,5.7,3.54,4038.57,1,5250.1410000000005
0.7,Ideal,D,SI2,60.6,57.0,2828,5.74,5.77,3.49,4040.0,1,5252.0
1.01,Premium,H,SI2,61.6,61.0,2828,6.39,6.31,3.91,2800.0,0,3640.0
0.72,Premium,F,VS1,62.2,58.0,2829,5.75,5.7,3.56,3929.17,1,5107.921
0.8,Good,E,SI2,63.7,54.0,2829,5.91,5.87,3.75,3536.25,1,4597.125
0.59,Ideal,E,VVS1,62.0,56.0,2829,5.36,5.38,3.33,4794.92,1,6233.396000000001
0.72,Ideal,F,VS1,61.7,57.0,2829,5.77,5.74,3.55,3929.17,1,5107.921
0.75,Premium,E,SI2,61.9,57.0,2829,5.88,5.82,3.62,3772.0,1,4903.6
0.8,Premium,E,SI2,60.2,57.0,2829,6.05,6.01,3.63,3536.25,1,4597.125
0.71,Very Good,E,VS2,62.7,59.0,2830,5.65,5.7,3.56,3985.92,1,5181.696
0.77,Very Good,H,SI1,61.7,56.0,2830,5.84,5.89,3.62,3675.32,1,4777.916
0.97,Ideal,F,I1,60.7,56.0,2830,6.41,6.43,3.9,2917.53,0,3792.789
0.53,Ideal,F,VVS1,60.9,57.0,2830,5.23,5.29,3.19,5339.62,1,6941.506
0.53,Ideal,F,VVS1,61.8,57.0,2830,5.16,5.19,3.2,5339.62,1,6941.506
0.8,Ideal,I,VS2,62.1,54.4,2830,5.94,5.99,3.7,3537.5,1,4598.75
0.9,Premium,G,SI1,60.6,62.0,2830,6.21,6.13,3.74,3144.44,0,4087.7720000000004
